node_id,node_type,label
TXN_2128079,Transaction,"[REAL] TXN_2128079: 3,811.13 Brazil Real via Cheque"
TXN_2128080,Transaction,[REAL] TXN_2128080: 472.77 Brazil Real via Credit Card
TXN_2128965,Transaction,"[REAL] TXN_2128965: 1,282.45 US Dollar via Cheque"
TXN_2128966,Transaction,[REAL] TXN_2128966: 354.91 US Dollar via Cash
TXN_2128967,Transaction,[REAL] TXN_2128967: 6.17 US Dollar via ACH
TXN_2128968,Transaction,[REAL] TXN_2128968: 8.16 US Dollar via Wire
TXN_2132497,Transaction,"[REAL] TXN_2132497: 9,621.70 Shekel via Cheque"
TXN_2132498,Transaction,"[REAL] TXN_2132498: 12,277.98 Shekel via Credit Card"
TXN_2132499,Transaction,"[REAL] TXN_2132499: 2,650.19 Shekel via Cash"
TXN_2132836,Transaction,[REAL] TXN_2132836: 70.89 US Dollar via Cheque
TXN_2132837,Transaction,[REAL] TXN_2132837: 66.08 US Dollar via Credit Card
TXN_2132838,Transaction,[REAL] TXN_2132838: 1.28 US Dollar via ACH
TXN_2133145,Transaction,"[REAL] TXN_2133145: 3,775.77 US Dollar via Cheque"
TXN_2133146,Transaction,[REAL] TXN_2133146: 844.75 US Dollar via Credit Card
TXN_2134059,Transaction,"[REAL] TXN_2134059: 11,511.47 US Dollar via Cheque"
TXN_2134060,Transaction,"[REAL] TXN_2134060: 1,347.12 US Dollar via Credit Card"
TXN_2135488,Transaction,"[REAL] TXN_2135488: 159,091,418.56 Rupee via Cheque"
TXN_2135489,Transaction,"[REAL] TXN_2135489: 1,708,159.32 Rupee via Credit Card"
TXN_2135490,Transaction,"[REAL] TXN_2135490: 3,525,831.63 Rupee via ACH"
TXN_2135643,Transaction,"[REAL] TXN_2135643: 753,525.80 Ruble via Cheque"
TXN_2135644,Transaction,"[REAL] TXN_2135644: 195,638.65 Ruble via Wire"
TXN_2136765,Transaction,"[REAL] TXN_2136765: 2,379.32 US Dollar via ACH"
TXN_2136766,Transaction,[REAL] TXN_2136766: 769.80 US Dollar via Cheque
TXN_2136767,Transaction,[REAL] TXN_2136767: 83.78 US Dollar via ACH
TXN_2137123,Transaction,[REAL] TXN_2137123: 381.13 US Dollar via Cheque
TXN_2137124,Transaction,[REAL] TXN_2137124: 435.79 US Dollar via Credit Card
TXN_2139950,Transaction,"[REAL] TXN_2139950: 3,299.93 Canadian Dollar via Cheque"
TXN_2139951,Transaction,"[REAL] TXN_2139951: 7,197.05 Canadian Dollar via Credit Card"
TXN_2140249,Transaction,[REAL] TXN_2140249: 820.78 Brazil Real via Cheque
TXN_2140250,Transaction,"[REAL] TXN_2140250: 1,397.09 Brazil Real via Credit Card"
TXN_2140433,Transaction,"[REAL] TXN_2140433: 235,847.93 Shekel via Cheque"
TXN_2140512,Transaction,"[REAL] TXN_2140512: 14,230.20 Shekel via ACH"
TXN_2140726,Transaction,[REAL] TXN_2140726: 76.10 US Dollar via Cheque
TXN_2140727,Transaction,[REAL] TXN_2140727: 190.20 US Dollar via ACH
TXN_2140728,Transaction,[REAL] TXN_2140728: 15.35 US Dollar via Wire
TXN_2140729,Transaction,[REAL] TXN_2140729: 206.69 US Dollar via Cheque
TXN_2140730,Transaction,[REAL] TXN_2140730: 233.64 US Dollar via Credit Card
TXN_2140762,Transaction,"[REAL] TXN_2140762: 3,476.59 US Dollar via Cheque"
TXN_2140763,Transaction,[REAL] TXN_2140763: 846.43 US Dollar via Credit Card
TXN_2140908,Transaction,[REAL] TXN_2140908: 120.32 US Dollar via Cheque
TXN_2140909,Transaction,[REAL] TXN_2140909: 38.88 US Dollar via Credit Card
TXN_2141690,Transaction,"[REAL] TXN_2141690: 519,828.61 US Dollar via Cheque"
TXN_2141691,Transaction,"[REAL] TXN_2141691: 14,224.20 US Dollar via Credit Card"
TXN_2141692,Transaction,"[REAL] TXN_2141692: 594,594.41 US Dollar via ACH"
TXN_2141693,Transaction,"[REAL] TXN_2141693: 61,710.39 US Dollar via Wire"
TXN_2142267,Transaction,[REAL] TXN_2142267: 60.04 US Dollar via ACH
TXN_2142268,Transaction,[REAL] TXN_2142268: 51.24 Euro via Cheque
TXN_2142269,Transaction,[REAL] TXN_2142269: 241.20 US Dollar via ACH
TXN_2142270,Transaction,[REAL] TXN_2142270: 205.84 Euro via Credit Card
TXN_2142366,Transaction,"[REAL] TXN_2142366: 1,004.84 Euro via Cheque"
TXN_2142367,Transaction,[REAL] TXN_2142367: 967.37 Euro via ACH
TXN_2142567,Transaction,"[REAL] TXN_2142567: 2,643.67 Euro via Cheque"
TXN_2142568,Transaction,[REAL] TXN_2142568: 79.15 Euro via ACH
TXN_2142578,Transaction,[REAL] TXN_2142578: 330.02 Euro via Cheque
TXN_2143198,Transaction,"[REAL] TXN_2143198: 1,336.06 Yuan via Cheque"
TXN_2143606,Transaction,"[REAL] TXN_2143606: 122,914.67 Rupee via Cheque"
TXN_2143607,Transaction,"[REAL] TXN_2143607: 458,368.22 Rupee via Credit Card"
TXN_2144312,Transaction,[REAL] TXN_2144312: 148.44 Swiss Franc via Cheque
TXN_2144313,Transaction,[REAL] TXN_2144313: 86.61 Swiss Franc via Credit Card
TXN_2144535,Transaction,"[REAL] TXN_2144535: 15,711.89 Shekel via ACH"
TXN_2144837,Transaction,[REAL] TXN_2144837: 116.79 US Dollar via Cheque
TXN_2144838,Transaction,[REAL] TXN_2144838: 500.95 US Dollar via ACH
TXN_2144839,Transaction,[REAL] TXN_2144839: 427.96 US Dollar via Wire
TXN_2145502,Transaction,"[REAL] TXN_2145502: 1,102.97 US Dollar via Cheque"
TXN_2145503,Transaction,[REAL] TXN_2145503: 678.36 US Dollar via Credit Card
TXN_2146165,Transaction,"[REAL] TXN_2146165: 32,073.66 US Dollar via Cheque"
TXN_2146166,Transaction,"[REAL] TXN_2146166: 7,788.06 US Dollar via Credit Card"
TXN_2146206,Transaction,[REAL] TXN_2146206: 92.40 US Dollar via Cheque
TXN_2146208,Transaction,[REAL] TXN_2146208: 14.55 US Dollar via ACH
TXN_2146629,Transaction,[REAL] TXN_2146629: 202.30 Euro via Cheque
TXN_2146630,Transaction,[REAL] TXN_2146630: 67.78 Euro via Cash
TXN_2148450,Transaction,"[REAL] TXN_2148450: 6,183.61 Shekel via Cheque"
TXN_2148451,Transaction,"[REAL] TXN_2148451: 2,464.15 Shekel via Cash"
TXN_2148452,Transaction,"[REAL] TXN_2148452: 1,306.37 Shekel via ACH"
TXN_2148779,Transaction,[REAL] TXN_2148779: 529.35 US Dollar via Cheque
TXN_2148780,Transaction,[REAL] TXN_2148780: 284.15 US Dollar via Credit Card
TXN_2148781,Transaction,[REAL] TXN_2148781: 7.31 US Dollar via ACH
TXN_2148795,Transaction,"[REAL] TXN_2148795: 1,364.91 US Dollar via Cheque"
TXN_2148796,Transaction,"[REAL] TXN_2148796: 2,171.78 US Dollar via ACH"
TXN_2148800,Transaction,"[REAL] TXN_2148800: 65,878.26 US Dollar via Cheque"
TXN_2148801,Transaction,"[REAL] TXN_2148801: 18,310.04 US Dollar via Credit Card"
TXN_2148802,Transaction,"[REAL] TXN_2148802: 7,047.79 US Dollar via ACH"
TXN_2149836,Transaction,"[REAL] TXN_2149836: 3,897.29 US Dollar via Cheque"
TXN_2149837,Transaction,"[REAL] TXN_2149837: 2,509.29 US Dollar via Credit Card"
TXN_2149838,Transaction,[REAL] TXN_2149838: 38.21 US Dollar via ACH
TXN_2150316,Transaction,[REAL] TXN_2150316: 593.21 Euro via Cheque
TXN_2150317,Transaction,"[REAL] TXN_2150317: 3,837.43 Euro via Credit Card"
TXN_2151245,Transaction,"[REAL] TXN_2151245: 31,596.41 US Dollar via ACH"
TXN_2151246,Transaction,"[REAL] TXN_2151246: 3,330,261.71 Yen via Cheque"
TXN_2151247,Transaction,"[REAL] TXN_2151247: 29,314.75 US Dollar via ACH"
TXN_2151248,Transaction,"[REAL] TXN_2151248: 3,089,774.29 Yen via Credit Card"
TXN_2151634,Transaction,[REAL] TXN_2151634: 239.40 UK Pound via Cheque
TXN_2151635,Transaction,[REAL] TXN_2151635: 84.80 UK Pound via Credit Card
TXN_2152251,Transaction,"[REAL] TXN_2152251: 6,713.89 Swiss Franc via Cheque"
TXN_2152349,Transaction,[REAL] TXN_2152349: 988.13 Shekel via Cheque
TXN_2152350,Transaction,[REAL] TXN_2152350: 305.39 Shekel via Credit Card
TXN_2152707,Transaction,[REAL] TXN_2152707: 284.76 US Dollar via Cheque
TXN_2152708,Transaction,[REAL] TXN_2152708: 285.10 US Dollar via Credit Card
TXN_2153260,Transaction,"[REAL] TXN_2153260: 2,292.02 US Dollar via Cheque"
TXN_2154446,Transaction,"[REAL] TXN_2154446: 1,461.84 Euro via Cheque"
TXN_2154447,Transaction,[REAL] TXN_2154447: 301.14 Euro via Credit Card
TXN_2155518,Transaction,"[REAL] TXN_2155518: 11,681.97 Ruble via Cheque"
TXN_2155519,Transaction,"[REAL] TXN_2155519: 30,459.13 Ruble via Credit Card"
TXN_2155520,Transaction,"[REAL] TXN_2155520: 37,272.63 Ruble via Cash"
TXN_2156557,Transaction,[REAL] TXN_2156557: 660.33 US Dollar via Cheque
TXN_2156558,Transaction,[REAL] TXN_2156558: 410.87 US Dollar via Credit Card
TXN_2156559,Transaction,[REAL] TXN_2156559: 39.43 US Dollar via ACH
TXN_2156560,Transaction,[REAL] TXN_2156560: 110.70 US Dollar via Wire
TXN_2157165,Transaction,"[REAL] TXN_2157165: 5,207.49 US Dollar via Cheque"
TXN_2157166,Transaction,"[REAL] TXN_2157166: 2,976.02 US Dollar via Credit Card"
TXN_2157167,Transaction,[REAL] TXN_2157167: 289.21 US Dollar via Cash
TXN_2158980,Transaction,[REAL] TXN_2158980: 159.41 Yuan via Cheque
TXN_2159163,Transaction,"[REAL] TXN_2159163: 380,657.84 Rupee via Cheque"
TXN_2159164,Transaction,"[REAL] TXN_2159164: 246,138.32 Rupee via Credit Card"
TXN_2159379,Transaction,"[REAL] TXN_2159379: 1,017.27 UK Pound via Cheque"
TXN_2159380,Transaction,[REAL] TXN_2159380: 376.61 UK Pound via Cash
TXN_2160382,Transaction,"[REAL] TXN_2160382: 1,886.38 US Dollar via Cheque"
TXN_2160383,Transaction,"[REAL] TXN_2160383: 4,779.35 US Dollar via Credit Card"
TXN_2160384,Transaction,[REAL] TXN_2160384: 235.40 US Dollar via Cheque
TXN_2160385,Transaction,[REAL] TXN_2160385: 767.79 US Dollar via Credit Card
TXN_2160388,Transaction,[REAL] TXN_2160388: 96.63 US Dollar via Cheque
TXN_2160389,Transaction,[REAL] TXN_2160389: 395.57 US Dollar via Cash
TXN_2160427,Transaction,"[REAL] TXN_2160427: 4,792.07 US Dollar via Cheque"
TXN_2160428,Transaction,"[REAL] TXN_2160428: 15,532.45 US Dollar via Credit Card"
TXN_2160429,Transaction,"[REAL] TXN_2160429: 2,608.03 US Dollar via Cash"
TXN_2160430,Transaction,[REAL] TXN_2160430: 130.83 US Dollar via ACH
TXN_2160431,Transaction,[REAL] TXN_2160431: 593.26 US Dollar via Wire
TXN_2160731,Transaction,[REAL] TXN_2160731: 549.04 US Dollar via Cheque
TXN_2160732,Transaction,"[REAL] TXN_2160732: 1,843.86 US Dollar via Credit Card"
TXN_2162937,Transaction,"[REAL] TXN_2162937: 355,242.80 Yen via Cheque"
TXN_2162938,Transaction,"[REAL] TXN_2162938: 399,067.06 Yen via ACH"
TXN_2164085,Transaction,"[REAL] TXN_2164085: 5,770.74 Shekel via Cheque"
TXN_2164233,Transaction,"[REAL] TXN_2164233: 781,628.06 Saudi Riyal via Cheque"
TXN_2164355,Transaction,"[REAL] TXN_2164355: 1,504.57 US Dollar via Cheque"
TXN_2164356,Transaction,[REAL] TXN_2164356: 898.46 US Dollar via Credit Card
TXN_2164361,Transaction,"[REAL] TXN_2164361: 6,776.74 US Dollar via Cheque"
TXN_2164362,Transaction,"[REAL] TXN_2164362: 6,394.36 US Dollar via Credit Card"
TXN_2165036,Transaction,"[REAL] TXN_2165036: 367,650.88 US Dollar via Cheque"
TXN_2165037,Transaction,"[REAL] TXN_2165037: 638,510.55 US Dollar via Wire"
TXN_2165548,Transaction,[REAL] TXN_2165548: 77.95 US Dollar via Cheque
TXN_2165549,Transaction,[REAL] TXN_2165549: 134.52 US Dollar via Cash
TXN_2166958,Transaction,"[REAL] TXN_2166958: 3,379.12 Yen via Cheque"
TXN_2166959,Transaction,"[REAL] TXN_2166959: 1,656.01 Yen via Credit Card"
TXN_2166974,Transaction,"[REAL] TXN_2166974: 28,241.86 Yen via Cheque"
TXN_2166975,Transaction,"[REAL] TXN_2166975: 149,936.68 Yen via Credit Card"
TXN_2166976,Transaction,"[REAL] TXN_2166976: 16,943.76 Yen via Cash"
TXN_2167178,Transaction,"[REAL] TXN_2167178: 42,350,817.84 Rupee via Cheque"
TXN_2167179,Transaction,"[REAL] TXN_2167179: 747,014.42 Rupee via Credit Card"
TXN_2167180,Transaction,"[REAL] TXN_2167180: 10,485,212.98 Rupee via ACH"
TXN_2167669,Transaction,[REAL] TXN_2167669: 43.81 Australian Dollar via Cheque
TXN_2167670,Transaction,[REAL] TXN_2167670: 156.32 Australian Dollar via Credit Card
TXN_2167671,Transaction,[REAL] TXN_2167671: 127.83 Australian Dollar via ACH
TXN_2168368,Transaction,[REAL] TXN_2168368: 980.83 US Dollar via Cheque
TXN_2168369,Transaction,[REAL] TXN_2168369: 986.07 US Dollar via Credit Card
TXN_2168394,Transaction,"[REAL] TXN_2168394: 1,992.96 US Dollar via Cheque"
TXN_2168395,Transaction,"[REAL] TXN_2168395: 9,134.50 US Dollar via Credit Card"
TXN_2168396,Transaction,"[REAL] TXN_2168396: 3,332.02 US Dollar via ACH"
TXN_2168397,Transaction,"[REAL] TXN_2168397: 1,328.65 US Dollar via Wire"
TXN_2168528,Transaction,"[REAL] TXN_2168528: 1,110.51 US Dollar via Cheque"
TXN_2168529,Transaction,"[REAL] TXN_2168529: 1,403.57 US Dollar via Credit Card"
TXN_2169126,Transaction,"[REAL] TXN_2169126: 4,284.95 US Dollar via Cheque"
TXN_2169127,Transaction,[REAL] TXN_2169127: 504.72 US Dollar via Credit Card
TXN_2169372,Transaction,"[REAL] TXN_2169372: 2,089.72 US Dollar via Cheque"
TXN_2169373,Transaction,[REAL] TXN_2169373: 217.31 US Dollar via ACH
TXN_2169509,Transaction,"[REAL] TXN_2169509: 1,815.87 US Dollar via ACH"
TXN_2170563,Transaction,[REAL] TXN_2170563: 8.02 Euro via Cheque
TXN_2170564,Transaction,[REAL] TXN_2170564: 2.36 Euro via Credit Card
TXN_2170565,Transaction,[REAL] TXN_2170565: 4.53 Euro via Cash
TXN_2170966,Transaction,"[REAL] TXN_2170966: 1,193,096.77 Yuan via Cheque"
TXN_2170967,Transaction,"[REAL] TXN_2170967: 184,843.58 Yuan via ACH"
TXN_2172586,Transaction,[REAL] TXN_2172586: 640.18 US Dollar via Cheque
TXN_2172587,Transaction,[REAL] TXN_2172587: 562.30 US Dollar via Cheque
TXN_2172588,Transaction,"[REAL] TXN_2172588: 1,314.94 US Dollar via ACH"
TXN_2172595,Transaction,[REAL] TXN_2172595: 81.43 US Dollar via Cheque
TXN_2172596,Transaction,[REAL] TXN_2172596: 74.30 US Dollar via Credit Card
TXN_2172597,Transaction,[REAL] TXN_2172597: 36.71 US Dollar via Cash
TXN_2172598,Transaction,[REAL] TXN_2172598: 2.33 US Dollar via ACH
TXN_2172599,Transaction,[REAL] TXN_2172599: 18.47 US Dollar via Wire
TXN_2172602,Transaction,[REAL] TXN_2172602: 119.65 US Dollar via Cheque
TXN_2172603,Transaction,[REAL] TXN_2172603: 20.30 US Dollar via Cash
TXN_2172825,Transaction,"[REAL] TXN_2172825: 3,684.62 US Dollar via Cheque"
TXN_2172826,Transaction,"[REAL] TXN_2172826: 1,608.71 US Dollar via Cash"
TXN_2173573,Transaction,"[REAL] TXN_2173573: 57,787.01 US Dollar via Cheque"
TXN_2173935,Transaction,"[REAL] TXN_2173935: 3,015.03 US Dollar via Cheque"
TXN_2173936,Transaction,"[REAL] TXN_2173936: 1,487.02 US Dollar via Credit Card"
TXN_2173937,Transaction,[REAL] TXN_2173937: 730.78 US Dollar via Cash
TXN_2173938,Transaction,[REAL] TXN_2173938: 177.26 US Dollar via ACH
TXN_2174346,Transaction,"[REAL] TXN_2174346: 1,069.93 Euro via Cheque"
TXN_2174347,Transaction,[REAL] TXN_2174347: 935.31 Euro via Cash
TXN_2174348,Transaction,[REAL] TXN_2174348: 163.85 Euro via Wire
TXN_2174998,Transaction,[REAL] TXN_2174998: 253.71 Yuan via Cheque
TXN_2174999,Transaction,[REAL] TXN_2174999: 294.07 Yuan via Credit Card
TXN_2175085,Transaction,"[REAL] TXN_2175085: 1,374,732.08 Yen via Cheque"
TXN_2175086,Transaction,"[REAL] TXN_2175086: 451,059.34 Yen via Credit Card"
TXN_2175087,Transaction,"[REAL] TXN_2175087: 1,782,403.66 Yen via ACH"
TXN_2175930,Transaction,"[REAL] TXN_2175930: 3,781.88 Brazil Real via Cheque"
TXN_2175931,Transaction,"[REAL] TXN_2175931: 1,218.54 Brazil Real via Credit Card"
TXN_2176538,Transaction,"[REAL] TXN_2176538: 11,787.72 US Dollar via Cheque"
TXN_2176539,Transaction,"[REAL] TXN_2176539: 8,233.79 US Dollar via Credit Card"
TXN_2176540,Transaction,[REAL] TXN_2176540: 211.75 US Dollar via Cheque
TXN_2176541,Transaction,[REAL] TXN_2176541: 649.40 US Dollar via ACH
TXN_2176649,Transaction,"[REAL] TXN_2176649: 2,306.05 US Dollar via Cheque"
TXN_2176650,Transaction,"[REAL] TXN_2176650: 1,704.65 US Dollar via Credit Card"
TXN_2176822,Transaction,"[REAL] TXN_2176822: 16,666.51 US Dollar via Cheque"
TXN_2176823,Transaction,"[REAL] TXN_2176823: 9,239.04 US Dollar via Credit Card"
TXN_2176896,Transaction,[REAL] TXN_2176896: 343.17 US Dollar via Cheque
TXN_2176897,Transaction,[REAL] TXN_2176897: 72.72 US Dollar via Cash
TXN_2178239,Transaction,[REAL] TXN_2178239: 918.49 Euro via Cheque
TXN_2178240,Transaction,"[REAL] TXN_2178240: 1,354.25 Euro via Credit Card"
TXN_2180306,Transaction,[REAL] TXN_2180306: 177.93 Shekel via Cheque
TXN_2180307,Transaction,[REAL] TXN_2180307: 18.34 Shekel via Wire
TXN_2180513,Transaction,"[REAL] TXN_2180513: 1,653.22 US Dollar via Cheque"
TXN_2180514,Transaction,[REAL] TXN_2180514: 880.63 US Dollar via Credit Card
TXN_2181148,Transaction,"[REAL] TXN_2181148: 2,039.68 US Dollar via Cheque"
TXN_2181149,Transaction,"[REAL] TXN_2181149: 2,444.58 US Dollar via Credit Card"
TXN_2182931,Transaction,[REAL] TXN_2182931: 480.80 Yuan via Cheque
TXN_2182932,Transaction,"[REAL] TXN_2182932: 1,725.48 Yuan via Cash"
TXN_2183284,Transaction,"[REAL] TXN_2183284: 10,692.13 Rupee via Cheque"
TXN_2183285,Transaction,"[REAL] TXN_2183285: 5,738.97 Rupee via Credit Card"
TXN_2184465,Transaction,"[REAL] TXN_2184465: 1,619.79 US Dollar via Cheque"
TXN_2184466,Transaction,[REAL] TXN_2184466: 348.72 US Dollar via Credit Card
TXN_2184467,Transaction,[REAL] TXN_2184467: 589.14 US Dollar via Cash
TXN_2184476,Transaction,[REAL] TXN_2184476: 130.65 US Dollar via Cheque
TXN_2184477,Transaction,[REAL] TXN_2184477: 846.98 US Dollar via Credit Card
TXN_2185216,Transaction,"[REAL] TXN_2185216: 2,759.75 US Dollar via Cheque"
TXN_2185217,Transaction,"[REAL] TXN_2185217: 4,422.53 US Dollar via Cash"
TXN_2185218,Transaction,"[REAL] TXN_2185218: 1,016.95 US Dollar via ACH"
TXN_2185636,Transaction,"[REAL] TXN_2185636: 63,127.89 US Dollar via Cheque"
TXN_2185637,Transaction,"[REAL] TXN_2185637: 18,243.49 US Dollar via Credit Card"
TXN_2185638,Transaction,"[REAL] TXN_2185638: 15,574.33 US Dollar via ACH"
TXN_2185895,Transaction,[REAL] TXN_2185895: 108.10 US Dollar via Cheque
TXN_2185896,Transaction,[REAL] TXN_2185896: 60.62 US Dollar via Credit Card
TXN_2186384,Transaction,"[REAL] TXN_2186384: 1,445.58 Euro via ACH"
TXN_2186778,Transaction,"[REAL] TXN_2186778: 1,810.94 Euro via Cheque"
TXN_2186779,Transaction,"[REAL] TXN_2186779: 2,447.22 Euro via Credit Card"
TXN_2186780,Transaction,"[REAL] TXN_2186780: 4,137.97 Euro via ACH"
TXN_2187529,Transaction,[REAL] TXN_2187529: 145.52 UK Pound via Cheque
TXN_2187530,Transaction,[REAL] TXN_2187530: 33.76 UK Pound via Cash
TXN_2187628,Transaction,"[REAL] TXN_2187628: 5,527.41 Canadian Dollar via Cheque"
TXN_2187629,Transaction,"[REAL] TXN_2187629: 24,273.04 Canadian Dollar via ACH"
TXN_2188455,Transaction,"[REAL] TXN_2188455: 798,544.74 US Dollar via Cheque"
TXN_2188456,Transaction,"[REAL] TXN_2188456: 18,391.72 US Dollar via Credit Card"
TXN_2188457,Transaction,"[REAL] TXN_2188457: 21,197.64 US Dollar via Cheque"
TXN_2188462,Transaction,[REAL] TXN_2188462: 394.56 US Dollar via Cheque
TXN_2188463,Transaction,[REAL] TXN_2188463: 147.43 US Dollar via ACH
TXN_2188464,Transaction,[REAL] TXN_2188464: 252.36 US Dollar via Wire
TXN_2188532,Transaction,[REAL] TXN_2188532: 184.11 US Dollar via Cheque
TXN_2189029,Transaction,[REAL] TXN_2189029: 14.84 US Dollar via Cheque
TXN_2190478,Transaction,"[REAL] TXN_2190478: 22,304.42 Euro via Cheque"
TXN_2190479,Transaction,"[REAL] TXN_2190479: 97,670.56 Euro via ACH"
TXN_2190858,Transaction,[REAL] TXN_2190858: 733.55 Euro via Cheque
TXN_2190859,Transaction,[REAL] TXN_2190859: 285.61 Euro via Credit Card
TXN_2190892,Transaction,"[REAL] TXN_2190892: 1,881.06 Yuan via Cheque"
TXN_2191387,Transaction,[REAL] TXN_2191387: 142.47 UK Pound via Cheque
TXN_2191388,Transaction,[REAL] TXN_2191388: 365.06 UK Pound via Cash
TXN_2192474,Transaction,"[REAL] TXN_2192474: 612,881.33 US Dollar via Cheque"
TXN_2192475,Transaction,"[REAL] TXN_2192475: 17,619.11 US Dollar via Credit Card"
TXN_2192476,Transaction,"[REAL] TXN_2192476: 489,451.47 US Dollar via Cash"
TXN_2192493,Transaction,"[REAL] TXN_2192493: 42,316.30 US Dollar via Cheque"
TXN_2192494,Transaction,"[REAL] TXN_2192494: 9,970.67 US Dollar via Credit Card"
TXN_2192495,Transaction,"[REAL] TXN_2192495: 70,327.32 US Dollar via ACH"
TXN_2193247,Transaction,"[REAL] TXN_2193247: 1,509.87 US Dollar via Cheque"
TXN_2193248,Transaction,[REAL] TXN_2193248: 913.72 US Dollar via Credit Card
TXN_2193249,Transaction,[REAL] TXN_2193249: 184.50 US Dollar via Cash
TXN_2193250,Transaction,[REAL] TXN_2193250: 429.88 US Dollar via ACH
TXN_2194457,Transaction,[REAL] TXN_2194457: 204.73 Euro via Cheque
TXN_2194458,Transaction,[REAL] TXN_2194458: 80.02 Euro via Credit Card
TXN_2195282,Transaction,"[REAL] TXN_2195282: 94,810.32 Ruble via Cheque"
TXN_2195283,Transaction,"[REAL] TXN_2195283: 256,957.26 Ruble via Credit Card"
TXN_2195439,Transaction,[REAL] TXN_2195439: 48.08 UK Pound via Cheque
TXN_2195440,Transaction,[REAL] TXN_2195440: 21.74 UK Pound via Credit Card
TXN_2196097,Transaction,"[REAL] TXN_2196097: 1,154.12 Shekel via Cheque"
TXN_2196098,Transaction,"[REAL] TXN_2196098: 2,250.66 Shekel via Credit Card"
TXN_2196099,Transaction,"[REAL] TXN_2196099: 1,600.05 Shekel via ACH"
TXN_2196307,Transaction,[REAL] TXN_2196307: 488.90 US Dollar via Cheque
TXN_2196455,Transaction,"[REAL] TXN_2196455: 2,646.41 US Dollar via Cheque"
TXN_2196753,Transaction,[REAL] TXN_2196753: 145.05 US Dollar via Cheque
TXN_2196754,Transaction,[REAL] TXN_2196754: 59.79 US Dollar via Cash
TXN_2197212,Transaction,"[REAL] TXN_2197212: 13,755.66 US Dollar via Cheque"
TXN_2197213,Transaction,"[REAL] TXN_2197213: 4,302.19 US Dollar via Credit Card"
TXN_2197236,Transaction,[REAL] TXN_2197236: 130.29 US Dollar via Cheque
TXN_2197237,Transaction,[REAL] TXN_2197237: 140.72 US Dollar via Credit Card
TXN_2197251,Transaction,[REAL] TXN_2197251: 213.20 US Dollar via Cheque
TXN_2197252,Transaction,[REAL] TXN_2197252: 7.62 US Dollar via Credit Card
TXN_2197320,Transaction,"[REAL] TXN_2197320: 2,670.25 US Dollar via Cheque"
TXN_2197321,Transaction,"[REAL] TXN_2197321: 1,715.73 US Dollar via Credit Card"
TXN_2198106,Transaction,[REAL] TXN_2198106: 898.74 Euro via Cheque
TXN_2198107,Transaction,"[REAL] TXN_2198107: 3,698.18 Euro via Credit Card"
TXN_2198825,Transaction,"[REAL] TXN_2198825: 7,977.35 Yuan via Cheque"
TXN_2198826,Transaction,"[REAL] TXN_2198826: 7,864.62 Yuan via Credit Card"
TXN_2199101,Transaction,"[REAL] TXN_2199101: 637,274.88 Rupee via Cheque"
TXN_2199102,Transaction,"[REAL] TXN_2199102: 197,720.17 Rupee via Credit Card"
TXN_2199486,Transaction,[REAL] TXN_2199486: 108.82 Canadian Dollar via Cheque
TXN_2199487,Transaction,[REAL] TXN_2199487: 587.10 Canadian Dollar via Credit Card
TXN_2201425,Transaction,"[REAL] TXN_2201425: 7,233.54 US Dollar via Cheque"
TXN_2201426,Transaction,"[REAL] TXN_2201426: 1,179.63 US Dollar via Credit Card"
TXN_2201427,Transaction,"[REAL] TXN_2201427: 1,100.10 US Dollar via Cash"
TXN_2201428,Transaction,[REAL] TXN_2201428: 241.03 US Dollar via ACH
TXN_2201853,Transaction,"[REAL] TXN_2201853: 1,391.36 Euro via Cheque"
TXN_2201854,Transaction,[REAL] TXN_2201854: 712.38 Euro via Cash
TXN_2201855,Transaction,[REAL] TXN_2201855: 169.14 Euro via ACH
TXN_2201984,Transaction,[REAL] TXN_2201984: 90.07 Euro via Cheque
TXN_2201985,Transaction,[REAL] TXN_2201985: 440.27 Euro via Credit Card
TXN_2201986,Transaction,[REAL] TXN_2201986: 520.16 Euro via Cash
TXN_2202237,Transaction,[REAL] TXN_2202237: 456.34 Euro via Cheque
TXN_2202238,Transaction,"[REAL] TXN_2202238: 2,039.79 Euro via Credit Card"
TXN_2202239,Transaction,[REAL] TXN_2202239: 28.26 Euro via ACH
TXN_2202805,Transaction,[REAL] TXN_2202805: 208.00 Euro via Cheque
TXN_2202806,Transaction,[REAL] TXN_2202806: 500.84 Euro via Cash
TXN_2203527,Transaction,"[REAL] TXN_2203527: 1,959.75 Canadian Dollar via Cheque"
TXN_2203881,Transaction,"[REAL] TXN_2203881: 22,862.97 Brazil Real via Credit Card"
TXN_2203882,Transaction,"[REAL] TXN_2203882: 116,395.15 Brazil Real via Cash"
TXN_2204099,Transaction,"[REAL] TXN_2204099: 7,560.51 Shekel via Cheque"
TXN_2204437,Transaction,[REAL] TXN_2204437: 924.26 US Dollar via Cheque
TXN_2204438,Transaction,"[REAL] TXN_2204438: 1,959.91 US Dollar via Cash"
TXN_2204640,Transaction,"[REAL] TXN_2204640: 2,579,383.24 US Dollar via Cheque"
TXN_2204641,Transaction,"[REAL] TXN_2204641: 27,186.66 US Dollar via Credit Card"
TXN_2204642,Transaction,"[REAL] TXN_2204642: 132,355.38 US Dollar via ACH"
TXN_2204892,Transaction,[REAL] TXN_2204892: 362.45 US Dollar via Cheque
