transaction_id,timestamp,from_bank,from_account,to_bank,to_account,amount_paid,payment_currency,payment_format,is_laundering
TXN_3378854,2022/09/07 05:38,7,80008BD30,117435,806F57F70,29261.92,Ruble,Credit Card,0
TXN_3378958,2022/09/07 05:39,26,8000966F0,26,8000966F0,721.51,UK Pound,Cheque,0
TXN_3378959,2022/09/07 05:54,26,8000966F0,26,8000966F0,1333.02,UK Pound,Credit Card,0
TXN_3378970,2022/09/07 05:40,212,800098200,211,807671C60,4096.61,UK Pound,Cheque,0
TXN_3378971,2022/09/07 05:54,212,800098200,211,807671C60,4114.64,UK Pound,Credit Card,0
TXN_3378972,2022/09/07 05:50,212,800098200,211,807671C60,10088.36,UK Pound,Cash,0
TXN_3378989,2022/09/07 05:40,212,800099E80,5,807723E70,16.45,UK Pound,Cheque,0
TXN_3378990,2022/09/07 05:38,212,800099E80,5,807723E70,152.73,UK Pound,Credit Card,0
TXN_3379001,2022/09/07 05:48,5,800099520,211,807C4DA20,399.71,UK Pound,Cheque,0
TXN_3379002,2022/09/07 05:52,5,800099520,211,807C4DA20,1428.84,UK Pound,Credit Card,0
TXN_3379003,2022/09/07 05:30,5,800096DD0,220504,807C5DD40,27.03,UK Pound,Cheque,0
TXN_3379004,2022/09/07 05:38,5,800096DD0,220504,807C5DD40,208.0,UK Pound,Credit Card,0
TXN_3379084,2022/09/07 05:51,26,8000966F0,5,8085D7C60,603.95,UK Pound,Cheque,0
TXN_3379085,2022/09/07 05:46,26,8000966F0,5,8085D7C60,459.23,UK Pound,Credit Card,0
TXN_3379275,2022/09/07 05:37,212,800099E80,222858,812C95F20,437.13,UK Pound,Credit Card,0
TXN_3379276,2022/09/07 05:41,212,800099E80,222858,812C95F20,126.09,UK Pound,ACH,0
TXN_3380247,2022/09/07 05:32,118,80DC01210,118,80DBFC710,2795.86,Swiss Franc,ACH,0
TXN_3380831,2022/09/07 05:40,43735,8101D0480,1198,810225970,453.84,Shekel,Cheque,0
TXN_3380832,2022/09/07 05:56,43735,8101D0480,1198,810225970,1957.5,Shekel,Cash,0
TXN_3380993,2022/09/07 05:50,44451,8105F2950,245090,810D70760,7013867.8,Shekel,Cheque,0
TXN_3380994,2022/09/07 05:44,44451,8105F2950,245090,810D70760,35104.15,Shekel,Credit Card,0
TXN_3380995,2022/09/07 05:40,44451,8105F2950,245090,810D70760,4331200.03,Shekel,ACH,0
TXN_3380996,2022/09/07 05:54,44451,8105F2950,245090,810D70760,129907.76,Shekel,Wire,0
TXN_3381644,2022/09/07 06:00,10,8000573C0,10,8000EE9C0,67.5,US Dollar,Cheque,0
TXN_3381645,2022/09/07 06:23,10,8000573C0,10,8000EE9C0,797.31,US Dollar,Cash,0
TXN_3381648,2022/09/07 06:06,10,80005AD90,10,800105730,652.63,US Dollar,Cheque,0
TXN_3381649,2022/09/07 06:14,10,80005AD90,10,800105730,986.72,US Dollar,Credit Card,0
TXN_3381709,2022/09/07 06:26,1,800057D40,513,8005A1B80,529.35,US Dollar,Cheque,0
TXN_3381710,2022/09/07 06:01,1,800057D40,513,8005A1B80,284.15,US Dollar,Credit Card,0
TXN_3381711,2022/09/07 06:22,1,800057D40,513,8005A1B80,7.31,US Dollar,ACH,0
TXN_3381721,2022/09/07 06:20,10,8001C3570,1420,8005F4D50,164716.29,US Dollar,Cheque,0
TXN_3381722,2022/09/07 06:22,10,8001C3570,1420,8005F4D50,146580.27,US Dollar,Cash,0
TXN_3381760,2022/09/07 06:28,1588,80039CD50,1688,80075D5E0,70.89,US Dollar,Cheque,0
TXN_3381761,2022/09/07 06:17,1588,80039CD50,1688,80075D5E0,66.08,US Dollar,Credit Card,0
TXN_3381762,2022/09/07 06:01,1588,80039CD50,1688,80075D5E0,1.28,US Dollar,ACH,0
TXN_3383347,2022/09/07 06:28,3,800069180,3,800069180,80.32,Yuan,ACH,0
TXN_3383348,2022/09/07 06:28,3,800069180,1412,808E97DE0,11.99,US Dollar,Cheque,0
TXN_3383349,2022/09/07 06:03,3,800069180,3,800069180,194.85,Yuan,ACH,0
TXN_3383350,2022/09/07 06:03,3,800069180,1412,808E97DE0,29.09,US Dollar,Credit Card,0
TXN_3383856,2022/09/07 06:03,2991,806C6DB20,121303,80BFB5E90,2872469.06,US Dollar,Cheque,0
TXN_3383857,2022/09/07 06:14,2991,806C6DB20,121303,80BFB5E90,28910.92,US Dollar,Credit Card,0
TXN_3383858,2022/09/07 06:28,2991,806C6DB20,121303,80BFB5E90,1368447.46,US Dollar,Cash,0
TXN_3384225,2022/09/07 06:12,21550,800A01460,2991,80DF886E0,1938.43,US Dollar,Cheque,0
TXN_3384226,2022/09/07 06:20,21550,800A01460,2991,80DF886E0,1722.46,US Dollar,Cash,0
TXN_3384312,2022/09/07 06:16,10,800059F50,2385,80E3AE1B0,8045.14,US Dollar,Cheque,0
TXN_3384313,2022/09/07 06:17,10,800059F50,2385,80E3AE1B0,1647.46,US Dollar,Cash,0
TXN_3384406,2022/09/07 06:07,19474,80D8F6410,13917,80F2F3050,98.7,US Dollar,Cheque,0
TXN_3384407,2022/09/07 06:28,19474,80D8F6410,13917,80F2F3050,219.63,US Dollar,Cash,0
TXN_3384635,2022/09/07 06:11,223635,80EC68410,227786,810B15CD0,166488.57,US Dollar,Cheque,0
TXN_3384636,2022/09/07 06:24,223635,80EC68410,227786,810B15CD0,18176.12,US Dollar,Credit Card,0
TXN_3384637,2022/09/07 06:18,223635,80EC68410,227786,810B15CD0,115109.92,US Dollar,Cash,0
TXN_3384638,2022/09/07 06:19,223635,80EC68410,227786,810B15CD0,28070.65,US Dollar,ACH,0
TXN_3385081,2022/09/07 06:16,23833,80493D3F0,50016,8132D6C70,709.72,US Dollar,Cheque,0
TXN_3385082,2022/09/07 06:19,23833,80493D3F0,50016,8132D6C70,176.98,US Dollar,Credit Card,0
TXN_3385185,2022/09/07 06:03,1688,80075D5E0,241213,813957F70,198.94,US Dollar,Cheque,0
TXN_3385186,2022/09/07 06:08,1688,80075D5E0,241213,813957F70,161.34,US Dollar,ACH,0
TXN_3385272,2022/09/07 06:24,224449,808FEF500,22345,814390550,841.4,US Dollar,Cheque,0
TXN_3385273,2022/09/07 06:05,224449,808FEF500,22345,814390550,114.66,US Dollar,Credit Card,0
TXN_3385274,2022/09/07 06:16,224449,808FEF500,22345,814390550,33.3,US Dollar,Cash,0
TXN_3385275,2022/09/07 06:06,224449,808FEF500,22345,814390550,25.35,US Dollar,ACH,0
TXN_3385456,2022/09/07 06:11,2915,800B3A9C0,1916,800E5DD20,103.98,Euro,Cheque,0
TXN_3385457,2022/09/07 06:08,2915,800B3A9C0,1916,800E5DD20,103.23,Euro,Credit Card,0
TXN_3385595,2022/09/07 06:12,23,8001B2A50,11657,801AAE1B0,2742.07,Euro,Cheque,0
TXN_3385596,2022/09/07 06:29,23,8001B2A50,11657,801AAE1B0,1158.35,Euro,Cash,0
TXN_3385626,2022/09/07 06:10,20,800C707F0,24482,801B565E0,1462.28,Euro,Cheque,0
TXN_3385627,2022/09/07 06:05,20,800C707F0,24482,801B565E0,4917.11,Euro,Credit Card,0
TXN_3385632,2022/09/07 06:22,11,800068B80,20,801D34300,81.71,Euro,Cheque,0
TXN_3385633,2022/09/07 06:26,11,800068B80,20,801D34300,155.49,Euro,Credit Card,0
TXN_3385634,2022/09/07 06:27,11,800068B80,20,801D34300,148.68,Euro,Cash,0
TXN_3385652,2022/09/07 06:25,1916,801759070,12963,801EC0260,192.73,Euro,Cheque,0
TXN_3385653,2022/09/07 06:10,1916,801759070,12963,801EC0260,909.08,Euro,Credit Card,0
TXN_3385654,2022/09/07 06:01,1916,801759070,12963,801EC0260,109.16,Euro,ACH,0
TXN_3385655,2022/09/07 06:04,1916,801759070,12963,801EC0260,516.56,Euro,Wire,0
TXN_3387116,2022/09/07 06:28,12963,801F212F0,20727,80EC23520,367.96,Euro,Cheque,0
TXN_3387117,2022/09/07 06:15,12963,801F212F0,20727,80EC23520,626.18,Euro,Credit Card,0
TXN_3387538,2022/09/07 06:04,25337,81252DF60,25337,8134EB2E0,57547.82,Euro,Cheque,0
TXN_3387539,2022/09/07 06:22,25337,81252DF60,25337,8134EB2E0,5307.41,Euro,ACH,0
TXN_3387661,2022/09/07 06:18,17615,8059E8080,49126,81310CBF0,208.0,Euro,Cheque,0
TXN_3387662,2022/09/07 06:12,17615,8059E8080,49126,81310CBF0,500.84,Euro,Cash,0
TXN_3387663,2022/09/07 06:27,20,800070290,20,800070290,37840.08,Yuan,Cheque,0
TXN_3387665,2022/09/07 06:16,14,800070870,3,8007C82A0,4486.68,Yuan,Cheque,0
TXN_3387666,2022/09/07 06:15,14,800070870,3,8007C82A0,12332.83,Yuan,Credit Card,0
TXN_3387668,2022/09/07 06:24,3,80006A8B0,20,800E12FB0,1387.3,Yuan,Cheque,0
TXN_3387669,2022/09/07 06:06,3,80006A8B0,20,800E12FB0,7469.91,Yuan,Credit Card,0
TXN_3387695,2022/09/07 06:19,18097,803009080,3,80301B400,1084.59,Yuan,Cheque,0
TXN_3387696,2022/09/07 06:15,18097,803009080,3,80301B400,1477.18,Yuan,Credit Card,0
TXN_3387697,2022/09/07 06:05,18097,803009080,3,80301B400,140.05,Yuan,ACH,0
TXN_3387698,2022/09/07 06:02,18097,803009080,3,80301B400,89.28,Yuan,Wire,0
TXN_3387883,2022/09/07 06:18,3,80006CB30,229227,80B165FC0,2236.87,Yuan,Cheque,0
TXN_3387884,2022/09/07 06:17,3,80006CB30,229227,80B165FC0,2111.74,Yuan,Credit Card,0
TXN_3388077,2022/09/07 06:20,21,8000776E0,21,8000776E0,28314.66,Yen,Cheque,0
TXN_3388078,2022/09/07 06:07,21,8000776E0,21,8000776E0,84291.17,Yen,Credit Card,0
TXN_3388090,2022/09/07 06:09,24,80007AA30,15,803A41000,283008.43,Yen,Cheque,0
TXN_3388091,2022/09/07 06:21,24,80007AA30,15,803A41000,508760.43,Yen,Credit Card,0
TXN_3388396,2022/09/07 06:03,16,8000823F0,7,804790350,77769.98,Rupee,Cheque,0
TXN_3388397,2022/09/07 06:24,16,8000823F0,7,804790350,78884.51,Rupee,Credit Card,0
TXN_3388408,2022/09/07 06:05,7,800081CA0,3,80481BC00,6328.74,Rupee,Cheque,0
TXN_3388409,2022/09/07 06:16,7,800081CA0,3,80481BC00,7820.0,Rupee,Cash,0
TXN_3388410,2022/09/07 06:27,7,800081CA0,3,80481BC00,3036.37,Rupee,ACH,0
TXN_3388411,2022/09/07 06:09,7,800081CA0,3,80481BC00,8123.35,Rupee,Wire,0
TXN_3388450,2022/09/07 06:09,16,80007F290,6,804AA4FF0,63627.04,Rupee,Cheque,0
TXN_3388451,2022/09/07 06:11,16,80007F290,6,804AA4FF0,128832.84,Rupee,Credit Card,0
TXN_3388463,2022/09/07 06:18,6,800082060,12,804ACAAA0,52968.65,Rupee,Cheque,0
TXN_3388464,2022/09/07 06:28,6,800082060,12,804ACAAA0,74308.09,Rupee,Credit Card,0
TXN_3388465,2022/09/07 06:06,6,800082060,12,804ACAAA0,114904.79,Rupee,ACH,0
TXN_3388820,2022/09/07 06:23,10,80008C690,10,80008C690,17325.56,Ruble,Cheque,0
TXN_3388821,2022/09/07 06:22,10,80008C690,10,80008C690,9694.25,Ruble,ACH,0
TXN_3388826,2022/09/07 06:21,9,800090F60,10,8060A2370,53059.57,Ruble,Cheque,0
TXN_3388827,2022/09/07 06:24,9,800090F60,10,8060A2370,24156.53,Ruble,ACH,0
TXN_3388828,2022/09/07 06:23,28,80552D290,10,8000919A0,9487.87,Ruble,Cheque,0
TXN_3388829,2022/09/07 06:16,28,80552D290,10,8000919A0,7427.9,Ruble,Cash,0
TXN_3388830,2022/09/07 06:00,4,80008A830,9,8060A6BB0,26942.11,Ruble,Cheque,0
TXN_3388831,2022/09/07 06:23,4,80008A830,9,8060A6BB0,50449.41,Ruble,Cash,0
TXN_3388832,2022/09/07 06:10,7,80008B2E0,28,80008DA60,204914.95,Ruble,Cheque,0
TXN_3388904,2022/09/07 06:21,217125,80614CE50,16792,8063A9CD0,74522348.62,Ruble,Cheque,0
TXN_3388905,2022/09/07 06:12,217125,80614CE50,16792,8063A9CD0,33827301.51,Ruble,Cash,0
TXN_3388906,2022/09/07 06:26,217125,80614CE50,16792,8063A9CD0,21771170.58,Ruble,ACH,0
TXN_3389136,2022/09/07 06:11,70,100428810,220504,807DF3600,1650.99,UK Pound,Cheque,0
TXN_3389137,2022/09/07 06:04,70,100428810,220504,807DF3600,327.21,UK Pound,Credit Card,0
TXN_3389138,2022/09/07 06:14,70,100428810,220504,807DF3600,38.43,UK Pound,Cash,0
TXN_3389144,2022/09/07 06:07,220504,807DF3600,120292,807E80300,2025.75,UK Pound,Cheque,0
TXN_3389210,2022/09/07 06:04,212,800099E80,222697,808444B20,42.56,UK Pound,Cheque,0
TXN_3389211,2022/09/07 06:15,212,800099E80,222697,808444B20,42.41,UK Pound,ACH,0
TXN_3389475,2022/09/07 06:02,24941,80933EB10,24941,8094F2020,5527.41,Canadian Dollar,Cheque,0
TXN_3389476,2022/09/07 06:09,24941,80933EB10,24941,8094F2020,24273.04,Canadian Dollar,ACH,0
TXN_3389767,2022/09/07 06:17,211,80A1E0F50,28628,80A7253E0,311.23,Australian Dollar,Cheque,0
TXN_3389768,2022/09/07 06:23,211,80A1E0F50,28628,80A7253E0,271.42,Australian Dollar,Cash,0
TXN_3390791,2022/09/07 06:26,116,80F5A94D0,240243,80FB1DD20,2491.94,Swiss Franc,Cheque,0
TXN_3390792,2022/09/07 06:08,116,80F5A94D0,240243,80FB1DD20,1453.22,Swiss Franc,Credit Card,0
TXN_3390888,2022/09/07 06:29,119,810004A00,243947,8100381E0,45.64,Shekel,Cheque,0
TXN_3390889,2022/09/07 06:23,119,810004A00,243947,8100381E0,39.7,Shekel,Credit Card,0
TXN_3390921,2022/09/07 06:25,43049,80FD6C930,43462,81020A870,3387.35,Shekel,Cheque,0
TXN_3390922,2022/09/07 06:00,43049,80FD6C930,43462,81020A870,2656.65,Shekel,Credit Card,0
TXN_3391259,2022/09/07 06:29,223,811A4BC90,121,811A72350,1549.97,Saudi Riyal,Cheque,0
TXN_3391260,2022/09/07 06:22,223,811A4BC90,121,811A72350,376.53,Saudi Riyal,Credit Card,0
TXN_3391329,2022/09/07 06:20,121,811BB7F50,48211,811EC04F0,1059.84,Saudi Riyal,Cheque,0
TXN_3391330,2022/09/07 06:28,121,811BB7F50,48211,811EC04F0,617.37,Saudi Riyal,Credit Card,0
TXN_3391687,2022/09/07 06:38,1,800059C00,12,8001998C0,651.99,US Dollar,Cheque,0
TXN_3391688,2022/09/07 06:52,1,800059C00,12,8001998C0,2288.14,US Dollar,Credit Card,0
TXN_3391878,2022/09/07 06:46,10,800058920,701,800A73310,108.31,US Dollar,Cheque,0
TXN_3391879,2022/09/07 06:35,10,800058920,701,800A73310,80.38,US Dollar,Cash,0
TXN_3392163,2022/09/07 06:32,1,800058B80,1,8019D82F0,2579383.24,US Dollar,Cheque,0
TXN_3392164,2022/09/07 06:54,1,800058B80,1,8019D82F0,27186.66,US Dollar,Credit Card,0
TXN_3392165,2022/09/07 06:56,1,800058B80,1,8019D82F0,132355.38,US Dollar,ACH,0
TXN_3392246,2022/09/07 06:44,1,80005C790,23537,801D4EE90,8922.92,US Dollar,Cheque,0
TXN_3392247,2022/09/07 06:41,1,80005C790,23537,801D4EE90,7647.34,US Dollar,Credit Card,0
TXN_3392893,2022/09/07 06:51,25981,8024CEAA0,6129,805592110,42.84,US Dollar,Cheque,0
TXN_3392894,2022/09/07 06:38,25981,8024CEAA0,6129,805592110,260.98,US Dollar,Credit Card,0
TXN_3392895,2022/09/07 06:54,25981,8024CEAA0,6129,805592110,7.02,US Dollar,ACH,0
TXN_3392896,2022/09/07 06:48,25981,8024CEAA0,6129,805592110,4.76,US Dollar,Wire,0
TXN_3392905,2022/09/07 06:45,11318,800890940,12893,80570D870,6556.02,US Dollar,Cheque,0
TXN_3392917,2022/09/07 06:47,23537,80179F360,214621,8057D6B20,2414.67,US Dollar,Cheque,0
TXN_3392918,2022/09/07 06:52,23537,80179F360,214621,8057D6B20,245.02,US Dollar,Credit Card,0
TXN_3393140,2022/09/07 06:54,13145,8067884C0,21550,806788380,549892.27,US Dollar,ACH,0
TXN_3393141,2022/09/07 06:33,214609,8067871A0,21550,806788380,2144.33,US Dollar,ACH,0
TXN_3393142,2022/09/07 06:36,14325,806786D60,21550,806788380,2327.05,US Dollar,ACH,1
TXN_3393143,2022/09/07 06:52,25637,806788330,21550,806788380,1892.68,US Dollar,ACH,0
TXN_3393454,2022/09/07 06:34,701,80068E7D0,120438,808592ED0,3813.39,US Dollar,Cheque,0
TXN_3393455,2022/09/07 06:39,701,80068E7D0,120438,808592ED0,3713.92,US Dollar,Credit Card,0
TXN_3393772,2022/09/07 06:55,5466,805308910,26592,80B3920F0,3268.97,US Dollar,Cheque,0
TXN_3393943,2022/09/07 06:53,10,80005ADE0,220083,80C2BD150,105827.81,US Dollar,Cheque,0
TXN_3393944,2022/09/07 06:59,10,80005ADE0,220083,80C2BD150,6128.27,US Dollar,Credit Card,0
TXN_3393945,2022/09/07 06:40,10,80005ADE0,220083,80C2BD150,44204.19,US Dollar,Cash,0
TXN_3393946,2022/09/07 06:34,10,80005ADE0,220083,80C2BD150,79083.8,US Dollar,ACH,0
TXN_3393947,2022/09/07 06:59,10,80005ADE0,220083,80C2BD150,7771.8,US Dollar,Wire,0
TXN_3394065,2022/09/07 06:30,12,800059230,125906,80D03F980,531.45,US Dollar,Cheque,0
TXN_3394066,2022/09/07 06:46,12,800059230,125906,80D03F980,2687.12,US Dollar,Credit Card,0
TXN_3394067,2022/09/07 06:52,12,800059230,125906,80D03F980,684.2,US Dollar,Cash,0
TXN_3394068,2022/09/07 06:31,12,800059230,125906,80D03F980,292.1,US Dollar,ACH,0
TXN_3394404,2022/09/07 06:52,27444,802BCFE40,36208,80E1CEA80,5971.47,US Dollar,Cheque,0
TXN_3394405,2022/09/07 06:53,27444,802BCFE40,36208,80E1CEA80,27246.13,US Dollar,Credit Card,0
TXN_3394657,2022/09/07 06:49,11405,8012483F0,42810,8102AEAC0,989.67,US Dollar,Cheque,0
TXN_3394658,2022/09/07 06:53,11405,8012483F0,42810,8102AEAC0,1806.7,US Dollar,Credit Card,0
TXN_3394775,2022/09/07 06:30,223233,80C1474D0,20226,810BBB950,2915.64,US Dollar,Cheque,0
TXN_3394922,2022/09/07 06:56,17425,80491CDA0,140020,811B6BEE0,22.68,US Dollar,Cheque,0
TXN_3394923,2022/09/07 06:56,17425,80491CDA0,140020,811B6BEE0,25.55,US Dollar,Credit Card,0
TXN_3396752,2022/09/07 06:52,8074,80830C060,28711,80B64FB80,118.53,Euro,Cheque,0
TXN_3396753,2022/09/07 06:44,8074,80830C060,28711,80B64FB80,26.04,Euro,Credit Card,0
TXN_3396754,2022/09/07 06:42,8074,80830C060,28711,80B64FB80,11.32,Euro,ACH,0
TXN_3396755,2022/09/07 06:40,8074,80830C060,28711,80B64FB80,14.71,Euro,Wire,0
TXN_3397038,2022/09/07 06:48,13554,801535A60,16254,80E368B30,212.91,Euro,Cheque,0
TXN_3397039,2022/09/07 06:44,13554,801535A60,16254,80E368B30,20.57,Euro,ACH,0
TXN_3397604,2022/09/07 06:50,14,80006F380,14,80006F380,65141.69,Yuan,Cheque,0
TXN_3397605,2022/09/07 06:32,14,800070AD0,14,800070AD0,572.33,Yuan,Cheque,0
TXN_3397606,2022/09/07 06:55,14,800070AD0,14,800070AD0,321.54,Yuan,Credit Card,0
TXN_3397616,2022/09/07 06:45,4,800071A10,3,80216AC80,344.99,Yuan,Cheque,0
TXN_3397617,2022/09/07 06:31,4,800071A10,3,80216AC80,1791.78,Yuan,Credit Card,0
TXN_3397651,2022/09/07 06:57,3,80006CB30,5627,803576CB0,4912.27,Yuan,Cheque,0
TXN_3397666,2022/09/07 06:40,4,80365E620,1267,80366E4D0,34479.76,Yuan,Cheque,0
TXN_3397667,2022/09/07 06:57,4,80365E620,1267,80366E4D0,8196.58,Yuan,Wire,0
TXN_3397888,2022/09/07 06:32,23146,80312EA80,1267,810658100,49990.44,Yuan,Cheque,0
TXN_3397952,2022/09/07 06:47,21,800075C50,9665,8039B8550,8172.2,Yen,Cheque,0
TXN_3397953,2022/09/07 06:39,21,800075C50,9665,8039B8550,35495.14,Yen,Credit Card,0
TXN_3397968,2022/09/07 06:53,15,8000763B0,15,8039EA740,86866.74,Yen,Cheque,0
TXN_3398029,2022/09/07 06:49,21,800078B20,29467,803F30130,27137.61,Yen,Cheque,0
TXN_3398030,2022/09/07 06:30,21,800078B20,29467,803F30130,33006.66,Yen,Credit Card,0
TXN_3398117,2022/09/07 06:46,24,803ECA7F0,210185,80460A3A0,12699532.14,Yen,Cheque,0
TXN_3398118,2022/09/07 06:35,24,803ECA7F0,210185,80460A3A0,303467.35,Yen,Credit Card,0
TXN_3398119,2022/09/07 06:31,24,803ECA7F0,210185,80460A3A0,10642698.27,Yen,ACH,0
TXN_3398233,2022/09/07 06:49,16,8000823F0,71,804795790,18748.51,Rupee,Cheque,0
TXN_3398234,2022/09/07 06:41,16,8000823F0,71,804795790,27797.26,Rupee,Credit Card,0
TXN_3398237,2022/09/07 06:38,16,8000823F0,112064,8047A87C0,6938.57,Rupee,Cheque,0
TXN_3398238,2022/09/07 06:53,16,8000823F0,112064,8047A87C0,11260.43,Rupee,Credit Card,0
TXN_3398277,2022/09/07 06:59,16,80007F290,112497,804AD3190,240310.82,Rupee,Cheque,0
TXN_3398278,2022/09/07 06:50,16,80007F290,112497,804AD3190,44323.26,Rupee,Cash,0
TXN_3398279,2022/09/07 06:49,16,80007F290,112497,804AD3190,1030.75,Rupee,ACH,0
TXN_3398309,2022/09/07 06:35,12,800082ED0,112733,804CBE300,129065.27,Rupee,Cheque,0
TXN_3398310,2022/09/07 06:46,12,800082ED0,112733,804CBE300,87273.87,Rupee,Credit Card,0
TXN_3398370,2022/09/07 06:37,12,80006C890,7,805027560,101491.83,Rupee,Cheque,0
TXN_3398371,2022/09/07 06:56,12,80006C890,7,805027560,506572.34,Rupee,Credit Card,0
TXN_3398387,2022/09/07 06:48,212818,8050C7EB0,112637,8050C7DC0,267000119.49,Rupee,ACH,0
TXN_3398619,2022/09/07 06:33,10,8060AFE50,16678,8060D19D0,1276182.54,Ruble,Cheque,0
TXN_3398661,2022/09/07 06:58,9,800088440,10,806278C50,35096.75,Ruble,Cheque,0
TXN_3398922,2022/09/07 06:45,212,8000991D0,5,80769E4A0,1436.88,UK Pound,Cheque,0
TXN_3398943,2022/09/07 06:58,26,80009B470,5,807723E70,85.84,UK Pound,Cheque,0
TXN_3398944,2022/09/07 06:31,26,80009B470,5,807723E70,97.68,UK Pound,Credit Card,0
TXN_3398945,2022/09/07 06:46,26,80009B470,5,807723E70,38.42,UK Pound,Cash,0
TXN_3398994,2022/09/07 06:44,5,800093C80,5,808161380,915.5,UK Pound,Cheque,0
TXN_3398995,2022/09/07 06:57,5,800093C80,5,808161380,1525.5,UK Pound,Credit Card,0
TXN_3399087,2022/09/07 06:48,22541,808697F70,220504,80883C3F0,1992.03,UK Pound,Cheque,0
TXN_3399112,2022/09/07 06:46,20486,807F954E0,211,808B18F30,5340.89,UK Pound,Cheque,0
TXN_3399113,2022/09/07 06:38,20486,807F954E0,211,808B18F30,2012.45,UK Pound,Credit Card,0
TXN_3399158,2022/09/07 06:53,5,8076673E0,23501,808DBFA40,112.83,UK Pound,Cheque,0
TXN_3399159,2022/09/07 06:57,5,8076673E0,23501,808DBFA40,41.7,UK Pound,Cash,0
TXN_3399274,2022/09/07 06:35,210,8090C0680,19,8091088B0,85547.37,Canadian Dollar,Cheque,0
TXN_3399275,2022/09/07 06:49,210,8090C0680,19,8091088B0,354631.93,Canadian Dollar,Cash,0
TXN_3399410,2022/09/07 06:53,225734,80967E310,225454,809670C70,5779.08,Canadian Dollar,ACH,0
TXN_3399441,2022/09/07 06:52,122055,80814F280,25847,8098D8CE0,4823.15,Canadian Dollar,Cheque,0
TXN_3399776,2022/09/07 06:49,27995,80A7CE8F0,229799,80AD7FE50,2286.18,Australian Dollar,Cheque,0
TXN_3399777,2022/09/07 06:35,27995,80A7CE8F0,229799,80AD7FE50,14391.06,Australian Dollar,Credit Card,0
TXN_3400170,2022/09/07 06:34,29,800086DC0,29,80D675340,1047.1,Brazil Real,Cheque,0
TXN_3400171,2022/09/07 06:39,29,800086DC0,29,80D675340,470.01,Brazil Real,Credit Card,0
TXN_3400270,2022/09/07 06:34,112,80DD9DBE0,238845,80E196D60,119.02,Swiss Franc,Cheque,0
TXN_3400271,2022/09/07 06:52,112,80DD9DBE0,238845,80E196D60,272.0,Swiss Franc,ACH,0
TXN_3400272,2022/09/07 06:32,112,80DD9DBE0,238845,80E196D60,6.82,Swiss Franc,Wire,0
TXN_3400616,2022/09/07 06:44,41407,80F478E10,40836,80F47A310,2556.03,Swiss Franc,ACH,0
TXN_3401390,2022/09/07 06:43,126,813B1F421,152416,813C293E1,0.027317,Bitcoin,Bitcoin,0
TXN_3401391,2022/09/07 06:55,126,813B1F421,152416,813C293E1,0.016197,Bitcoin,Bitcoin,0
TXN_3401616,2022/09/07 07:12,1,80005C3D0,1,80005C050,703758.64,US Dollar,Cheque,0
TXN_3401617,2022/09/07 07:19,1,80005C3D0,1,80005C050,438372.98,US Dollar,Cash,0
TXN_3401623,2022/09/07 07:23,1,800057020,10,800146140,394.56,US Dollar,Cheque,0
TXN_3401624,2022/09/07 07:25,1,800057020,10,800146140,147.43,US Dollar,ACH,0
TXN_3401625,2022/09/07 07:22,1,800057020,10,800146140,252.36,US Dollar,Wire,0
TXN_3401820,2022/09/07 07:13,1588,80079FE70,12,800D6DD70,1841.16,US Dollar,Cheque,0
TXN_3401821,2022/09/07 07:14,1588,80079FE70,12,800D6DD70,1211.88,US Dollar,ACH,0
TXN_3402015,2022/09/07 07:29,3144,8016D7060,12719,80186E730,1587.79,US Dollar,Cheque,0
TXN_3402631,2022/09/07 07:08,11974,8011EA140,113685,8055AFD70,136.16,US Dollar,Cheque,0
TXN_3402632,2022/09/07 07:09,11974,8011EA140,113685,8055AFD70,195.77,US Dollar,Credit Card,0
TXN_3402703,2022/09/07 07:14,4242,80227A210,12446,805EB4130,357.59,US Dollar,Cheque,0
TXN_3402704,2022/09/07 07:03,4242,80227A210,12446,805EB4130,2298.31,US Dollar,Credit Card,0
TXN_3403211,2022/09/07 07:15,2053,8033A1CF0,225156,8095C5830,1814.06,US Dollar,Cheque,0
TXN_3403212,2022/09/07 07:06,2053,8033A1CF0,225156,8095C5830,808.6,US Dollar,ACH,0
TXN_3403275,2022/09/07 07:25,1,80005C0A0,6803,809BEDC00,1509.87,US Dollar,Cheque,0
TXN_3403276,2022/09/07 07:29,1,80005C0A0,6803,809BEDC00,913.72,US Dollar,Credit Card,0
TXN_3403277,2022/09/07 07:11,1,80005C0A0,6803,809BEDC00,184.5,US Dollar,Cash,0
TXN_3403278,2022/09/07 07:02,1,80005C0A0,6803,809BEDC00,429.88,US Dollar,ACH,0
TXN_3403374,2022/09/07 07:26,12719,80186E730,20226,80A4D6780,390.24,US Dollar,Cheque,0
TXN_3403609,2022/09/07 07:15,1,80005C790,126783,80BBC7170,905.87,US Dollar,Cheque,0
TXN_3403610,2022/09/07 07:04,1,80005C790,126783,80BBC7170,113.0,US Dollar,Credit Card,0
TXN_3403696,2022/09/07 07:08,111433,805198DA0,12893,80C3E7110,446.02,US Dollar,Cheque,0
TXN_3403697,2022/09/07 07:25,111433,805198DA0,12893,80C3E7110,1190.74,US Dollar,Cash,0
TXN_3403910,2022/09/07 07:08,11107,8006A66A0,12381,80D46DB20,45.18,US Dollar,Cheque,0
